ThisIsATest.csv,,Core 1,,,,,,,Core 2,,,,,,
,Timestamp,TFE id,TFE min speed,TFE max speed,TFE located,TFE block,TFE abscissa,TFE direction,TFE id,TFE min speed,TFE max speed,TFE located,TFE block,TFE abscissa,TFE direction
,2022-06-22 11:20:02.0,2,5.854,7.084,True,710,153.059,NA,,,,,,,
,2022-06-22 11:20:02.2,2,5.854,7.084,True,710,152.688,NA,,,,,,,
,2022-06-22 11:20:02.4,2,5.467,6.697,True,710,152.340,NA,,,,,,,
,2022-06-22 11:20:02.6,2,6.240,7.488,True,710,151.948,NA,,,,,,,
,2022-06-22 11:20:02.8,2,5.854,7.084,True,710,151.578,NA,,,,,,,
,2022-06-22 11:20:03.0,2,6.240,7.488,True,710,151.187,NA,,,,,,,
,2022-06-22 11:20:03.2,2,5.854,7.084,True,710,150.817,NA,,,,,,,
,2022-06-22 11:20:03.4,2,6.240,7.488,True,710,150.426,NA,,,,,,,
,2022-06-22 11:20:03.6,2,6.240,7.488,True,710,150.033,NA,,,,,,,
,2022-06-22 11:20:03.8,2,5.854,7.084,True,710,149.664,NA,,,,,,,
,2022-06-22 11:20:04.0,2,6.240,7.488,True,710,149.272,NA,,,,,,,
,2022-06-22 11:20:04.2,2,6.240,7.488,True,710,148.881,NA,,,,,,,
,2022-06-22 11:20:04.4,2,6.240,7.488,True,710,148.488,NA,,,,,,,
,2022-06-22 11:20:04.6,2,6.609,7.875,True,710,148.075,NA,,,,,,,
,2022-06-22 11:20:04.8,2,6.240,7.488,True,710,147.684,NA,,,,,,,
,2022-06-22 11:20:05.0,2,6.240,7.488,True,710,147.292,NA,,,,,,,
,2022-06-22 11:20:05.2,2,6.240,7.488,True,710,146.900,NA,,,,,,,
,2022-06-22 11:20:05.4,2,6.609,7.875,True,710,146.487,NA,,,,,,,
,2022-06-22 11:20:05.6,2,6.240,7.488,True,710,146.096,NA,,,,,,,
,2022-06-22 11:20:05.8,2,6.609,7.875,True,710,145.682,NA,,,,,,,
,2022-06-22 11:20:06.0,2,6.609,7.875,True,710,145.269,NA,,,,,,,
,2022-06-22 11:20:06.2,2,6.609,7.875,True,710,144.855,NA,,,,,,,
,2022-06-22 11:20:06.4,2,6.240,7.488,True,710,144.463,NA,,,,,,,
,2022-06-22 11:20:06.6,2,6.609,7.875,True,710,144.050,NA,,,,,,,
